Samples,Class,1_3-Dithiane,1_4-Diguanidinobutane,2-Amino-6-hydroxyaminopurine,2-Hydroxyethanesulfonate,2-Hydroxyfluorene,2-Methacryloyloxyethyl phenyl phosphate,2-Methyl-3-thioacetoxy-4_5-dihydrofuran,3_7_3^_4^-Tetramethylquercetin,3-Hydroxybutyricacid,3-Methylindolepyruvate,3-Vinyl-1_2-dithiacyclohex-5-ene,4-styrenesulfonic acid,5_10-Methylenetetrahydrofolate,5^-Methylthioadenosine,5-Oxoproline,8-Azaguanine,8-Ethyl-11-methyl-2-(4-methyl-5-oxotetrahydro-2-furanyl)dodecahydroazepino[3_2_1-hi]furo[3_2-e]indol-10(2H)-one,AICAR,Alanyltyrosine,Anhydrotetracycline,Balsalazide,Benzylamine,benzylbenzoate,Bergaptol,Beta-Alanine,BiochaninA,Bisphenol A,Chorismate,Clavulanate-9-aldehyde,Creatinine,CYS-GLY,CYSTATHIONINE,CYTIDINE,D-Arabinonate,DEOXYURIDINE-MONOPHOSPHATE,D-Erythrose,D-Fructose,D-Galactonate,Dibekacin,Dihydropteroate,Dihydroxyfumarate,Dinitrosopentamethylenetetramine,Dithranol,D-Ribose,D-Serine,Formononetin,Fumaric acid,Gamma-Aminobutyricacid(GABA),Gluconic acid,Glutaric acid,GLYCERALDEHYDE,GLYCEROL 3-PHOSPHATE,Guanidineacetic acid,Isoliquiritigenin,L-2-Amino-3-oxobutanoic acid,Lamivudine,L-Malic acid,L-Threonic acid,METHIONINE SULFOXIMINE,Methotrexate,Morphinone,N-ACETYLASPARAGINE,N-Acetyl-L-glutamate5-phosphate,N-acetylmuramate6-phosphate,Nicotinate D-ribonucleotide,N-Ribosylnicotinamide,OB4972000,O-Phospho-L-homoserine,Orthophosphate,Oseltamivir,oxiramide,Pederin,p-Fluoropropiophenone,Phenylsilane,Porphyrin,Pyruvic acid,(S)-4-Amino-5-oxopentanoate,SAT,Ser-Ser,Succinic acid,tebuthiuron,Thiamin,Thiolactomycin,Tilnoprofen arbamel,Uridine,Xanthohumol,Xanthone
Pat_32_NEG,group:COVID_non-acute,2169984.63,294416.74,735431.14,7455328.41,7695992.63,41775.09,447151.93,1153238.18,11635487.29,3000682.56,38864.73,52976865.51,12996.3,394710.16,12810219.17,719879.16,6221680.83,14811.52,4945261.8,277311.89,10294690.03,38908.51,856348.85,86706336.84,11524927.98,127385.97,516536.76,368901.2,203651.91,1381189.9,2212935.64,43995.47,2005856.09,20780.85,1250113.37,17496529.19,49937.25,29069.33,37916.94,46990.4,4777421.06,505658.49,84693991.26,334989.44,537795.11,966893.18,2471199.49,172851.71,13137.16,8699919.58,751380161.7,540820.14,464580.38,629438.46,1474831.51,775458.19,2283886.1,2556875.3,4131644.21,483958.91,554108.94,1465525.19,175187.88,672193.7,9708828.94,3093749.51,832757.58,28239.47,428276217.9,3116274.35,927716.89,1161571.2,2307996.25,470829.14,10003806.98,1287227.16,232855.34,45759.76,48183.89,1566086.1,251139.87,74382.44,48658545.98,87700527.17,18973.81,13558109.91,40041136.28
Pat_32_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_71_NEG,group:COVID_non-acute,1828677.17,57705.06,536677.04,476401.27,3742693.43,19450.0,78640.34,323773.75,18055312.21,3164572.15,32098.57,27044899.91,12946.94,226180.87,25320849.24,131302.09,1736609.36,671464.26,82749.12,87605.74,248940.61,21346.18,131057.69,18775616.38,3001835.55,219703.94,79033.96,170035.99,480145.05,446313.1,3278381.67,25984.65,1062272.19,15956.79,1981638.29,14141230.52,51469.5,23434.81,121902.05,76185.47,4039410.08,127052.83,83865199.46,61684.54,710886.78,283130.18,450709.7,857863.89,40995.83,8676131.1,920615116.1,607808.31,183701.11,535593.89,1945034.0,789198.04,2338254.47,3280167.48,6377680.81,22003.38,349072.14,470546.59,21012.42,27083.9,1417026.02,2439316.82,437330.8,17342.72,266306064.8,2957986.38,385010.17,536861.58,1715679.96,445110.14,21379.07,1162169.89,47752.62,41533.56,13244.84,3026215.03,96615.17,80978.09,39944376.76,77348083.77,15036.24,20644.03,74169248.18
Pat_71_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_72_NEG,group:COVID_non-acute,2233347.11,51164.6,1197693.03,233574.41,2344427.63,14993.31,30198.01,391239.32,32660622.18,3131427.14,37775.43,15693844.79,12451.43,363532.84,19611449.62,94086.4,3079938.33,35306.85,14380.26,64929.23,3118875.97,6195.75,116083.14,8633677.65,2318213.71,222772.7,71019.27,140480.64,523716.66,281037.24,2387311.45,25511.38,665095.96,12441.1,1926343.56,25275060.83,82183.45,12105.98,56955.74,196575.15,4267926.93,114528.94,139748068.6,51198.13,383043.81,160315.61,945151.87,164449.43,16076.89,15079116.85,725659945.1,348845.21,209657.33,943965.49,2395942.79,718494.23,2348531.96,1550070.35,10063023.6,47771.78,102910.7,238138.63,100211.06,25734.84,452665.7,872135.09,208557.72,18793.82,127382750.1,2508929.59,1370381.79,538683.09,1039896.74,776053.57,21785.03,2168269.62,80720.48,45142.83,15592.5,1950830.99,112959.36,119702.19,7183095.3,751951.87,14833.25,20755.71,29679886.36
Pat_72_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_73_NEG,group:COVID_non-acute,2646499.3,62574.44,244510.31,119079.94,1745855.7,14772.88,1260737.92,285815.45,4703522.71,4150708.1,40537.77,19957671.83,11659.62,469313.34,12626124.47,20473.84,2737876.11,10868.1,10688.43,12064.69,9357.56,7970.74,145207.72,22103905.67,1480643.3,61832.83,88819.25,71170.27,500805.7,205961.29,1106455.27,24900.92,2720236.23,631060.73,1769493.45,12138285.47,1388137.4,174986.92,131083.0,401607.17,5111720.32,34362.64,57050572.79,21037.47,1024350.18,194160.71,10550655.07,121924.62,80871.1,6359148.85,635197167.8,831054.55,1050498.93,879377.94,1812934.43,252647.44,2831419.57,4300679.8,5854265.23,23407.66,235005.99,150395.74,13335.94,12863.66,876447.15,2308638.66,231312.91,31461.89,155935606.2,3028365.88,39858.16,553553.97,1349973.11,348905.9,24247.19,798504.58,13476.67,48720.81,154253.19,1165294.72,42692.98,12666.3,40673326.74,67664.9,33871.08,21386.21,9425135.73
Pat_73_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_74_NEG,group:COVID_non-acute,2216670.57,96927.72,109161.36,393551.92,2992413.95,75150.57,142364.73,271725.11,4942279.13,6055684.18,31903.7,42394098.03,12173.44,392326.58,13415222.34,15948.19,4772497.1,330123.18,21581.0,42752.3,5708614.71,9689.47,328915.63,48457750.36,483177.62,97543.33,33989.97,161769.43,128667.58,419261.35,983397.52,24243.24,1364590.7,463601.78,1465017.11,13717858.09,812984.23,233883.63,69998.1,186430.83,3896238.52,152568.2,70583422.69,47646.64,534944.73,341025.52,17079032.21,508358.77,105836.61,8158300.15,525573721.5,1158752.3,395033.41,759424.38,1624135.96,420946.88,1976664.56,5811755.92,6821011.72,87718.09,171782.0,204105.89,18283.37,72489.11,3038793.83,1818048.7,560583.13,16343.47,178439007.4,2920392.2,32088.0,579424.98,1247169.34,387849.72,20549.81,981317.4,52843.54,60294.74,15131.09,1285803.47,45099.77,12548.91,32724542.17,417212.66,25403.13,19963.38,14300460.79
Pat_74_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_75_NEG,group:COVID_non-acute,2135173.15,17413.61,155546.61,172706.47,1242186.38,60951.39,56823.14,135267.29,11485882.95,4788966.22,36649.26,29702726.88,13324.81,284809.77,11367754.33,21717.89,3251394.08,253878.31,149038.79,17049.32,25388886.83,5295.83,104201.95,29282578.36,421558.89,96792.77,10789.97,100993.04,257384.17,183322.5,625505.94,25058.76,1858739.89,35386.31,1867167.09,12061751.28,915791.98,35108.73,45972.87,124612.63,3693235.57,39712.59,67948611.55,13722.58,554441.63,174397.91,5912040.83,357848.25,12689.23,6535677.48,552554997.1,433711.01,390044.42,444355.95,2828365.77,566128.81,2197228.21,2067504.09,6601650.69,21960.22,103903.64,88708.98,131888.4,620728.05,2139862.62,1675102.89,454983.43,26550.83,193634432.3,2305595.74,46599.71,673057.27,1023363.97,363182.05,535757.39,980258.23,44409.75,46167.52,15030.47,958352.04,33048.08,10031.84,25102034.65,569184.2,14831.76,1475435.76,5400061.28
Pat_75_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_76_NEG,group:COVID_non-acute,2183781.58,46559.96,148437.13,336015.79,2391800.58,14930.39,119698.99,742867.74,4090998.66,4429791.33,31415.51,24144876.28,13197.61,582175.62,15793386.18,86802.04,3455596.89,24979.32,53409.95,85784.69,472024.13,4912.79,202851.02,15859702.87,593107.81,614539.15,345881.18,128865.71,363098.96,224816.6,2104790.18,25895.2,2623869.04,13350.89,2043699.62,30969028.54,116141.1,13906.45,131302.45,161383.33,4247333.99,67826.71,161251062.3,43501.45,693602.84,287932.26,1085333.06,258591.95,13054.22,18781729.56,850113878.6,346975.57,731843.65,1470518.52,1060680.33,314113.03,2141147.26,1633354.61,10430361.7,325979.43,19964.04,190275.08,14841.0,26017.53,940052.24,2005002.5,391504.41,17149.99,298891178.1,2770752.36,60134.68,3191250.9,987382.89,909555.1,33016.14,2920215.6,22182.47,51287.22,18287.11,7745337.25,137707.73,44146.81,12364946.0,265339.66,15522.21,28465.05,23875225.16
Pat_76_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_77_NEG,group:COVID_non-acute,2206420.94,75543.61,336981.38,668580.49,73991360.11,24773.2,37215.34,359317.67,17151262.01,4069007.51,37856.02,26422582.13,106922.99,187054.34,12494762.89,118960.19,3718520.89,151133.29,692792.96,109774.6,804527.53,11497.3,249811.99,27711304.71,2374705.48,107483.89,17856.28,106086.51,1237327.07,261928.48,785396.23,25326.12,1348726.76,210766.41,1499254.57,12324702.12,1401970.94,140152.0,37360.06,115374.89,4095248.7,261366.65,68522759.87,72199.49,630446.06,219750.79,3002285.13,325741.07,16115.52,6706754.91,748513136.7,1193165.65,406692.32,1125081.76,904013.03,197913.15,1935347.62,6059233.93,5843808.46,186211.81,126521.37,193860.95,40905.25,76505.98,1159841.04,1794580.82,323983.19,19007.59,335358584.2,2671473.04,370522.25,601176.63,1449674.1,364717.3,256670.96,882181.03,57989.83,41959.4,13630.25,9826015.45,181128.55,23675.37,27454492.59,286534.12,81500.43,184695.88,11447969.71
Pat_77_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_79_NEG,group:COVID_non-acute,2328532.19,62433.92,1962101.41,121543.91,1761020.35,101421.17,128962.48,195588.42,40731590.94,5080295.2,34580.48,34875282.36,11708.57,495400.27,15898378.52,131775.21,2117907.22,36128.24,19332.46,23284.49,298867.06,9608.92,78729.71,21289317.94,1721521.89,158598.81,14427.81,71125.03,209557.78,201312.43,920845.25,25543.67,652541.4,19899.31,1103739.56,17668229.4,48912.25,11499.56,38685.1,207821.63,4085691.13,46449.63,97054724.1,26294.02,836521.02,107401.97,13553416.54,212446.31,14218.66,10458438.04,604325248.6,628937.57,945781.6,897437.88,1162174.09,871725.67,2242367.74,3136322.77,7991538.36,35597.65,111506.4,411678.73,20504.54,162493.66,1959261.63,1059426.19,462354.59,25535.26,180320234.3,3225751.28,118251.73,2055537.95,1078668.4,557744.32,20668.94,1467143.79,51849.67,39470.53,11930.66,754774.03,29488.22,55985.11,23017214.99,240069.39,78405.74,19880.35,8348176.97
Pat_79_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_80_NEG,group:COVID_non-acute,2147247.56,302700.28,486398.35,1152935.01,35274807.0,237244.53,145542.59,1050705.86,13265453.04,4405680.86,33611.58,47995550.28,12646.49,729587.16,24878269.9,266986.33,3853560.85,54749.08,85025.91,64504.75,9485826.03,10639.02,276299.84,57530381.74,1125104.02,293435.65,59351.58,293900.66,806380.88,541637.81,1895378.27,25808.34,2970410.44,139399.17,1684921.55,20283538.27,542485.67,212662.19,290757.14,285251.17,4451382.2,349937.48,109584058.2,96000.79,603381.65,464707.23,1561643.03,345366.11,18819.61,10919170.61,820699427.4,613582.25,347340.87,839087.64,1174450.17,397589.81,2248132.69,2851342.48,6175410.95,42456.23,111845.13,311293.11,38801.11,578475.9,6199250.17,1590812.46,662908.15,20378.31,370596137.6,2943529.85,37435.88,614068.43,1546645.43,574752.84,106658.25,1848892.86,60038.56,46290.79,24515.78,1992053.05,59948.64,91446.79,39976920.29,196462.93,26540.26,279636.6,24650768.82
Pat_80_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_81_NEG,group:COVID_non-acute,2343508.04,56682.66,1296833.37,543493.64,95780970.25,22494.48,59458.4,670943.79,18893049.61,5270247.22,39232.82,27111819.54,12717.61,747334.63,24979659.33,523136.59,2847648.46,18715.5,216664.8,59730.18,3003161.52,9310.16,110289.23,29756390.96,466128.4,586046.5,23394.75,93567.67,621738.58,360238.82,1339265.1,25225.58,1126039.95,12813.72,1199620.17,18903651.05,169397.53,16575.42,59573.41,251306.27,4939339.3,187819.27,97013869.76,57227.24,763227.85,228500.45,618218.11,178750.11,12706.59,10409213.81,785480519.6,378181.78,1107690.19,3124489.34,2276518.19,486965.69,2380525.87,1880501.51,7417041.42,46134.22,55819.17,149181.73,170615.66,105483.53,1245671.05,1349756.72,421720.08,30926.29,392565602.0,2730722.67,90328.27,1194978.0,1822453.36,519722.24,21162.89,1471498.32,25191.3,48834.44,15421.16,1988622.06,111213.38,56611.64,24446305.43,952143048.7,128449.77,20378.51,18624223.9
Pat_81_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_83_NEG,group:COVID_non-acute,2033728.33,27101.2,4466410.96,427892.96,1446475.53,15063.2,622680.63,520158.08,21618784.02,4317316.74,35540.19,47351087.6,12330.78,657730.1,20258506.31,2400135.59,1998198.16,74393.36,24859.19,63896.48,876751.58,11655.71,140895.1,40013968.84,790577.12,424145.45,22575.8,160694.79,135834.68,339417.7,1566159.38,25653.84,1201948.63,36777.36,1416528.06,24650004.6,119183.91,16683.95,54308.07,142897.37,3375341.41,412656.42,140925748.3,46881.03,861887.53,223623.83,1398312.62,341658.93,13176.5,15083049.43,712968689.0,683628.09,525168.91,773604.49,1525684.49,643606.91,1784283.93,5000787.37,8437043.11,20335.61,161285.41,488439.37,14133.77,79394.28,5414352.59,2258836.09,619868.72,21236.75,413999691.0,2864096.35,122586.45,805524.85,1178000.82,811061.58,25098.69,2474254.67,26594.47,36922.02,15729.52,1297743.43,56843.25,126103.6,59659270.78,1438736527.0,216526.49,47660.29,13010988.59
Pat_83_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_84_NEG,group:COVID_non-acute,2048596.18,12199.77,480185.79,239223.93,1771908.88,25072.05,94030.85,256933.29,34394142.34,6237539.59,37854.73,12777522.88,13077.03,531060.32,25472471.31,23454.04,1913333.4,42419.65,21615.64,31150.07,1711172.53,6294.48,110621.64,12509692.19,548837.01,493011.07,12700.26,49017.11,656876.0,210138.07,1140875.49,25304.04,2003134.02,75544.72,1431268.82,18342899.57,3270089.63,45894.92,36872.86,198158.42,3260141.36,114739.2,100901328.3,26827.9,645610.3,194185.69,17108207.01,231135.71,70943.73,10605171.2,839643101.4,185572.9,437485.23,1170995.53,634480.83,488573.78,2117744.53,910243.74,8972506.21,21450.67,47089.93,158264.32,88462.57,30112.21,228448.49,1188512.4,201168.43,30587.3,443451968.4,2877637.82,61697.1,1000930.31,1044625.52,551425.43,20692.98,1627926.83,22528.49,49637.06,12343.21,1801171.64,70902.09,54767.14,7312147.25,545736456.0,15173.19,91906.31,11848404.99
Pat_84_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_85_NEG,group:COVID_non-acute,2064596.96,107158.78,655609.08,829909.5,3913656.86,26809.12,159455.89,744561.47,25955238.72,3609230.3,46468.26,36180832.85,14417.41,445779.08,16975000.93,629218.4,7124096.28,254591.8,13141646.99,142224.42,3650568.04,7517.25,443016.85,39159493.85,5694153.73,244298.21,81979.41,155294.49,245476.95,570811.45,2102025.96,26900.21,1939067.2,18158.11,1787607.25,14833223.21,32359.54,14523.85,354475.54,244546.3,3947310.01,178421.41,81526460.75,73944.46,852179.22,559833.15,700067.45,705789.09,22628.52,8579355.23,1062367779.0,382728.7,433144.05,514935.44,1640155.8,637334.92,2287671.5,2005731.07,4612786.7,456905.0,401217.25,788907.05,16595.39,154908.32,4656789.24,2134033.73,646229.82,28442.24,403789724.2,2874844.25,241284.83,789828.84,1985352.18,458745.04,34142326.19,1255194.33,65775.03,44435.01,94204.83,5386340.87,292026.35,66908.68,26106046.2,120748126.2,15675.17,63649523.68,41832903.87
Pat_85_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat_86_NEG,group:COVID_non-acute,2805651.61,15137.19,467139.72,211289.5,1373536.04,14039.01,1201067.56,172858.71,12890620.99,4572845.44,35884.66,26071296.83,12280.06,826015.74,15439545.88,12819.2,9289557.63,144656.5,9550.09,25270.65,10274.18,5794.61,159309.86,31625119.02,827892.7,37494.93,12956.99,102122.83,657571.72,263179.95,895211.63,50855697.69,2119769.69,119202.1,1142922.06,13300475.64,1595891.79,114920.95,333278.25,551428.42,5611726.61,41409.83,75251991.26,38783.39,229514.69,215839.21,6897451.8,296429.59,30975.18,7621647.26,648917897.5,1086115.84,691386.88,823215.61,2556168.99,427661.63,2895740.27,5685703.62,6689566.98,29490.99,147670.25,203093.68,12903.1,20509.4,1333701.05,2019253.03,282323.51,17277.06,169863946.4,3172859.42,76233.91,449460.11,1311027.78,429335.66,19298.51,1049281.17,21787.69,48795.01,131280.62,785886.57,31787.64,12525.46,37954620.48,70159.63,1523378.95,18868.9,7982583.55
Pat_86_POS,group:COVID_non-acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
